complaint_id,date,complaint_text,category,sentiment,priority,channel,customer_value,resolution_time,is_repeat_customer
11104,2024-12-17,I am facing this issue where This is very frustrating transaction please resolve quickly. Please look into it.,Payment Problem,Negative,High,Email,39301,75,0
11105,2024-06-01,I would like to report that I am facing an issue charged. Please fix this.,Payment Problem,Neutral,Low,App,11066,38,0
11106,2024-01-28,I would like to report that Issue not resolved return please resolve quickly. Please fix this.,Refund Issue,Negative,High,Call,39506,103,0
11107,2024-10-19,I am facing this issue where Need help regarding this please resolve quickly. Please look into it.,Delivery Issue,Positive,Low,App,8999,29,1
11108,2024-04-19,"I had an experience where Need help regarding this charged, and I am not satisfied.",Payment Problem,Negative,Medium,Call,854,28,1
11109,2024-10-15,I would like to report that This is very frustrating not good. Please fix this.,Product Quality,Negative,High,Website,44643,75,0
11110,2024-05-06,"I had an experience where Issue not resolved, and I am not satisfied.",Delivery Issue,Negative,High,Call,46959,113,0
11111,2024-09-22,I would like to report that There is a problem late. Please fix this.,Delivery Issue,Negative,Medium,Call,5556,86,1
11112,2024-10-30,I am facing this issue where This is very frustrating delay please resolve quickly. Please look into it.,Delivery Issue,Negative,Medium,Email,17310,66,1
11113,2024-03-27,This is regarding a problem where Not satisfied with the experience please resolve quickly. Kindly resolve soon.,Delivery Issue,Negative,High,Email,28260,25,1
11114,2024-09-20,I would like to report that Need help regarding this waiting. Please fix this.,Delivery Issue,Negative,High,Call,31904,43,0
11115,2024-01-09,There seems to be an issue because There is a problem money back. Need help urgently.,Refund Issue,Positive,Low,Call,42242,98,1
11116,2024-03-31,I would like to report that There is a problem assistance please resolve quickly. Please fix this.,Customer Service,Neutral,Low,App,20873,82,0
11117,2024-12-07,I would like to report that Need help regarding this refund pending. Please fix this.,Refund Issue,Negative,High,Email,23816,58,0
11118,2024-11-22,"I had an experience where I am facing an issue password, and I am not satisfied.",Account Issue,Negative,Medium,App,11083,58,1
11119,2024-05-09,I would like to report that This is very frustrating payment issue please resolve quickly. Please fix this.,Payment Problem,Negative,Medium,Call,15882,77,1
11120,2024-09-29,There seems to be an issue because Need help regarding this. Need help urgently.,Customer Service,Neutral,Low,Call,7916,74,1
11121,2024-11-30,I would like to report that There is a problem please resolve quickly. Please fix this.,Product Quality,Negative,High,Email,23726,110,0
11122,2024-05-22,"I had an experience where This is very frustrating refund pending, and I am not satisfied.",Refund Issue,Positive,Low,Email,34912,61,0
11123,2024-10-08,I would like to report that Issue not resolved charged. Please fix this.,Payment Problem,Neutral,Low,Email,13179,71,1
11124,2024-08-23,There seems to be an issue because Need help regarding this bad quality. Need help urgently.,Product Quality,Neutral,Low,App,32909,18,0
11125,2024-02-23,I am facing this issue where There is a problem. Please look into it.,Product Quality,Neutral,Low,Email,49378,52,0
11126,2024-03-15,"I had an experience where Need help regarding this, and I am not satisfied.",Delivery Issue,Negative,High,App,45804,26,1
11127,2024-06-18,"I had an experience where Issue not resolved account error, and I am not satisfied.",Account Issue,Negative,Medium,Call,2208,62,1
11128,2024-12-20,This is regarding a problem where I am facing an issue return. Kindly resolve soon.,Refund Issue,Negative,High,App,37570,50,1
11129,2024-09-24,There seems to be an issue because There is a problem account error please resolve quickly. Need help urgently.,Account Issue,Neutral,Low,App,6739,67,0
11130,2024-12-30,I am facing this issue where Issue not resolved delay. Please look into it.,Delivery Issue,Negative,Medium,Call,11249,35,0
11131,2024-06-21,There seems to be an issue because Need help regarding this password. Need help urgently.,Account Issue,Negative,Medium,Call,2517,81,1
11132,2024-09-30,"I had an experience where There is a problem waiting please resolve quickly, and I am not satisfied.",Delivery Issue,Negative,Medium,Call,8124,114,0
11133,2024-10-30,I am facing this issue where Need help regarding this late. Please look into it.,Delivery Issue,Negative,Medium,Website,7925,47,1
11134,2024-12-01,"I had an experience where There is a problem access, and I am not satisfied.",Account Issue,Negative,Medium,Call,5305,83,0
11135,2024-07-07,I would like to report that I am facing an issue no response. Please fix this.,Customer Service,Negative,Medium,Email,10993,19,0
11136,2024-12-26,I am facing this issue where There is a problem broken please resolve quickly. Please look into it.,Product Quality,Neutral,Low,Call,2203,23,0
11137,2024-07-07,I am facing this issue where This is very frustrating broken. Please look into it.,Product Quality,Neutral,Low,App,5161,48,0
11138,2024-05-28,"I had an experience where Issue not resolved charged, and I am not satisfied.",Payment Problem,Negative,Medium,Website,8014,95,0
11139,2024-03-04,This is regarding a problem where This is very frustrating password please resolve quickly. Kindly resolve soon.,Account Issue,Negative,High,App,40777,99,0
11140,2024-07-31,I would like to report that Not satisfied with the experience no response. Please fix this.,Customer Service,Neutral,Low,Call,23593,70,1
11141,2024-06-12,This is regarding a problem where Not satisfied with the experience damaged please resolve quickly. Kindly resolve soon.,Product Quality,Negative,Medium,Email,4416,101,1
11142,2024-10-26,This is regarding a problem where I am facing an issue. Kindly resolve soon.,Refund Issue,Neutral,Low,App,18587,68,0
11143,2024-10-24,I am facing this issue where There is a problem. Please look into it.,Refund Issue,Negative,High,Call,30087,18,0
11144,2024-04-04,I am facing this issue where I am facing an issue support. Please look into it.,Customer Service,Negative,Medium,App,6345,49,1
11145,2024-02-24,There seems to be an issue because There is a problem not arrived. Need help urgently.,Delivery Issue,Negative,High,App,26240,75,1
11146,2024-06-30,I am facing this issue where Not satisfied with the experience not good. Please look into it.,Product Quality,Neutral,Low,App,20308,97,1
11147,2024-06-14,I would like to report that This is very frustrating login. Please fix this.,Account Issue,Neutral,Low,Website,27518,66,1
11148,2024-08-31,I am facing this issue where This is very frustrating waiting. Please look into it.,Delivery Issue,Negative,High,Website,44933,23,1
11149,2024-03-11,I would like to report that Need help regarding this assistance please resolve quickly. Please fix this.,Customer Service,Positive,Low,Website,18118,21,1
11150,2024-03-26,I am facing this issue where Need help regarding this. Please look into it.,Product Quality,Negative,High,Call,43767,96,1
11151,2024-09-05,There seems to be an issue because I am facing an issue payment issue. Need help urgently.,Payment Problem,Negative,High,Call,31152,87,1
11152,2024-08-26,This is regarding a problem where Issue not resolved. Kindly resolve soon.,Customer Service,Negative,High,Email,41624,102,0
11153,2024-11-30,I would like to report that Issue not resolved payment issue. Please fix this.,Payment Problem,Neutral,Low,Email,4614,97,1
11154,2024-05-11,"I had an experience where Not satisfied with the experience not good, and I am not satisfied.",Product Quality,Neutral,Low,App,32236,77,0
11155,2024-12-22,I am facing this issue where Issue not resolved support. Please look into it.,Customer Service,Neutral,Low,Email,11485,67,1
11156,2024-03-01,I am facing this issue where Not satisfied with the experience. Please look into it.,Customer Service,Neutral,Low,Call,46662,65,1
11157,2024-02-22,I am facing this issue where I am facing an issue not credited. Please look into it.,Refund Issue,Negative,High,Email,28360,85,1
11158,2024-06-03,I am facing this issue where I am facing an issue money back please resolve quickly. Please look into it.,Refund Issue,Negative,Medium,App,9505,78,1
11159,2024-03-24,There seems to be an issue because This is very frustrating not arrived. Need help urgently.,Delivery Issue,Negative,High,Email,26343,97,0
11160,2024-10-23,"I had an experience where I am facing an issue damaged, and I am not satisfied.",Product Quality,Neutral,Low,Website,27938,77,1
11161,2024-03-31,There seems to be an issue because This is very frustrating payment issue. Need help urgently.,Payment Problem,Negative,Medium,App,18539,83,0
11162,2024-06-29,"I had an experience where Not satisfied with the experience please resolve quickly, and I am not satisfied.",Customer Service,Negative,High,Website,46712,31,0
11163,2024-08-28,"I had an experience where Not satisfied with the experience, and I am not satisfied.",Delivery Issue,Negative,Medium,Email,14959,78,0
11164,2024-12-22,There seems to be an issue because There is a problem transaction. Need help urgently.,Payment Problem,Positive,Low,App,42272,98,0
11165,2024-08-17,I would like to report that Not satisfied with the experience account error please resolve quickly. Please fix this.,Account Issue,Negative,High,Call,28340,70,1
11166,2024-07-24,This is regarding a problem where This is very frustrating money back. Kindly resolve soon.,Refund Issue,Neutral,Low,Call,23762,40,0
11167,2024-04-10,This is regarding a problem where There is a problem transaction. Kindly resolve soon.,Payment Problem,Neutral,Low,Website,11275,74,1
11168,2024-02-24,There seems to be an issue because There is a problem support please resolve quickly. Need help urgently.,Customer Service,Negative,High,Email,46371,54,1
11169,2024-02-03,"I had an experience where Not satisfied with the experience deducted, and I am not satisfied.",Payment Problem,Negative,High,Website,32028,80,0
11170,2024-09-24,I am facing this issue where There is a problem. Please look into it.,Product Quality,Negative,High,App,29351,88,1
11171,2024-08-16,I am facing this issue where This is very frustrating assistance. Please look into it.,Customer Service,Negative,High,App,37369,85,1
11172,2024-11-28,I would like to report that Need help regarding this broken please resolve quickly. Please fix this.,Product Quality,Positive,Low,Call,27191,79,0
11173,2024-06-02,There seems to be an issue because This is very frustrating. Need help urgently.,Product Quality,Negative,Medium,App,15181,79,1
11174,2024-04-02,"I had an experience where Issue not resolved, and I am not satisfied.",Delivery Issue,Negative,High,Email,30840,107,1
11175,2024-04-27,There seems to be an issue because Need help regarding this support. Need help urgently.,Customer Service,Neutral,Low,Email,22440,30,1
11176,2024-03-06,"I had an experience where I am facing an issue late please resolve quickly, and I am not satisfied.",Delivery Issue,Negative,High,Email,37672,59,1
11177,2024-02-20,I am facing this issue where Need help regarding this delay. Please look into it.,Delivery Issue,Negative,Medium,Call,14618,119,0
11178,2024-06-29,I would like to report that There is a problem late please resolve quickly. Please fix this.,Delivery Issue,Negative,Medium,App,7598,28,1
11179,2024-02-02,There seems to be an issue because Not satisfied with the experience help. Need help urgently.,Customer Service,Negative,High,App,41886,31,1
11180,2024-05-05,I would like to report that I am facing an issue help please resolve quickly. Please fix this.,Customer Service,Negative,High,Email,33781,101,0
11181,2024-09-10,I am facing this issue where Need help regarding this. Please look into it.,Account Issue,Neutral,Low,Call,37194,80,0
11182,2024-05-04,There seems to be an issue because Issue not resolved bad quality. Need help urgently.,Product Quality,Neutral,Low,Website,49375,25,1
11183,2024-04-04,I would like to report that Need help regarding this broken. Please fix this.,Product Quality,Negative,High,Website,39068,93,0
11184,2024-03-16,"I had an experience where I am facing an issue payment issue, and I am not satisfied.",Payment Problem,Negative,Medium,Website,2549,85,1
11185,2024-05-30,There seems to be an issue because This is very frustrating return. Need help urgently.,Refund Issue,Negative,High,Call,42716,65,1
11186,2024-03-05,"I had an experience where I am facing an issue broken, and I am not satisfied.",Product Quality,Negative,High,Call,49858,29,1
11187,2024-06-09,This is regarding a problem where Issue not resolved not credited please resolve quickly. Kindly resolve soon.,Refund Issue,Negative,Medium,Website,3024,68,1
11188,2024-07-07,"I had an experience where There is a problem please resolve quickly, and I am not satisfied.",Customer Service,Neutral,Low,Website,37656,61,0
11189,2024-10-19,This is regarding a problem where There is a problem assistance. Kindly resolve soon.,Customer Service,Negative,High,Call,39833,26,0
11190,2024-10-11,There seems to be an issue because Not satisfied with the experience not good. Need help urgently.,Product Quality,Negative,High,Email,38800,108,0
11191,2024-04-05,There seems to be an issue because Need help regarding this help please resolve quickly. Need help urgently.,Customer Service,Negative,High,Website,48280,65,1
11192,2024-04-22,"I had an experience where Not satisfied with the experience deducted, and I am not satisfied.",Payment Problem,Negative,High,Website,45822,44,0
11193,2024-04-12,There seems to be an issue because Need help regarding this login. Need help urgently.,Account Issue,Positive,Low,Call,26000,118,0
11194,2024-10-04,I would like to report that Not satisfied with the experience deducted. Please fix this.,Payment Problem,Neutral,Low,Email,19066,57,0
11195,2024-04-23,"I had an experience where This is very frustrating not good, and I am not satisfied.",Product Quality,Negative,High,Call,43143,25,1
11196,2024-11-15,I am facing this issue where Not satisfied with the experience transaction please resolve quickly. Please look into it.,Payment Problem,Negative,High,Call,41486,78,0
11197,2024-03-09,I would like to report that This is very frustrating not good. Please fix this.,Product Quality,Neutral,Low,Website,34883,105,1
11198,2024-07-11,There seems to be an issue because Issue not resolved bad quality please resolve quickly. Need help urgently.,Product Quality,Neutral,Low,Email,3008,106,0
11199,2024-06-01,I am facing this issue where There is a problem not arrived. Please look into it.,Delivery Issue,Negative,Medium,Website,6077,45,1
11200,2024-10-04,I am facing this issue where Not satisfied with the experience not arrived. Please look into it.,Delivery Issue,Neutral,Low,Call,9071,71,0
11201,2024-03-09,There seems to be an issue because There is a problem login please resolve quickly. Need help urgently.,Account Issue,Negative,Medium,Call,8373,108,1
11202,2024-01-12,This is regarding a problem where Issue not resolved deducted. Kindly resolve soon.,Payment Problem,Negative,High,Call,34537,16,0
11203,2024-10-18,I am facing this issue where There is a problem return. Please look into it.,Refund Issue,Neutral,Low,App,40525,89,1
11204,2024-02-10,There seems to be an issue because There is a problem not good. Need help urgently.,Product Quality,Negative,High,Website,49438,67,0
11205,2024-07-12,This is regarding a problem where Need help regarding this account error. Kindly resolve soon.,Account Issue,Negative,High,Call,39501,20,1
11206,2024-10-12,There seems to be an issue because Issue not resolved assistance. Need help urgently.,Customer Service,Negative,High,Email,40018,103,0
11207,2024-07-22,This is regarding a problem where Issue not resolved. Kindly resolve soon.,Refund Issue,Negative,Medium,Email,17245,105,0
11208,2024-03-05,This is regarding a problem where Issue not resolved help. Kindly resolve soon.,Customer Service,Negative,High,Email,29123,56,0
11209,2024-04-11,There seems to be an issue because Need help regarding this login. Need help urgently.,Account Issue,Neutral,Low,Email,13791,84,1
11210,2024-10-13,This is regarding a problem where Need help regarding this assistance. Kindly resolve soon.,Customer Service,Negative,High,App,44069,82,1
11211,2024-11-08,"I had an experience where Not satisfied with the experience broken please resolve quickly, and I am not satisfied.",Product Quality,Neutral,Low,App,33766,68,0
11212,2024-06-25,I would like to report that Issue not resolved. Please fix this.,Customer Service,Negative,Medium,Website,10388,46,0
11213,2024-02-22,I am facing this issue where Issue not resolved assistance. Please look into it.,Customer Service,Positive,Low,Call,35027,47,1
11214,2024-02-13,I would like to report that Issue not resolved refund pending. Please fix this.,Refund Issue,Neutral,Low,Email,20255,66,1
11215,2024-07-31,I am facing this issue where Need help regarding this. Please look into it.,Product Quality,Neutral,Low,App,33609,18,0
11216,2024-06-23,This is regarding a problem where Need help regarding this waiting. Kindly resolve soon.,Delivery Issue,Positive,Low,Call,5923,95,1
11217,2024-05-24,There seems to be an issue because Need help regarding this deducted. Need help urgently.,Payment Problem,Negative,Medium,Website,13730,74,0
11218,2024-02-23,There seems to be an issue because There is a problem late. Need help urgently.,Delivery Issue,Positive,Low,Email,10268,69,0
11219,2024-08-02,I am facing this issue where Need help regarding this. Please look into it.,Product Quality,Negative,Medium,Website,1766,93,0
11220,2024-05-30,I would like to report that Issue not resolved refund pending. Please fix this.,Refund Issue,Neutral,Low,Call,20404,95,0
11221,2024-06-08,This is regarding a problem where There is a problem please resolve quickly. Kindly resolve soon.,Payment Problem,Negative,High,Website,39493,100,0
11222,2024-04-25,I would like to report that There is a problem transaction please resolve quickly. Please fix this.,Payment Problem,Negative,High,Call,48335,14,0
11223,2024-02-21,There seems to be an issue because Issue not resolved broken. Need help urgently.,Product Quality,Neutral,Low,App,30948,55,0
11224,2024-11-05,There seems to be an issue because I am facing an issue waiting. Need help urgently.,Delivery Issue,Negative,Medium,App,5728,114,0
11225,2024-10-10,This is regarding a problem where I am facing an issue deducted. Kindly resolve soon.,Payment Problem,Neutral,Low,Email,44036,29,0
11226,2024-07-28,I would like to report that Not satisfied with the experience not credited please resolve quickly. Please fix this.,Refund Issue,Negative,High,Website,21908,56,1
11227,2024-06-27,"I had an experience where There is a problem money back, and I am not satisfied.",Refund Issue,Negative,High,App,39241,102,1
11228,2024-02-09,There seems to be an issue because There is a problem charged. Need help urgently.,Payment Problem,Negative,Medium,Website,14508,14,0
11229,2024-07-29,There seems to be an issue because Need help regarding this refund pending. Need help urgently.,Refund Issue,Neutral,Low,Website,29812,92,1
11230,2024-02-08,I am facing this issue where Not satisfied with the experience return. Please look into it.,Refund Issue,Negative,Medium,Call,16455,116,0
11231,2024-12-13,I would like to report that This is very frustrating not credited please resolve quickly. Please fix this.,Refund Issue,Neutral,Low,Call,13034,27,1
11232,2024-11-02,I am facing this issue where Not satisfied with the experience waiting. Please look into it.,Delivery Issue,Neutral,Low,Call,47649,64,0
11233,2024-12-24,This is regarding a problem where I am facing an issue please resolve quickly. Kindly resolve soon.,Payment Problem,Negative,High,App,36682,73,0
11234,2024-05-04,I would like to report that Issue not resolved refund pending. Please fix this.,Refund Issue,Negative,Medium,Email,11718,13,0
11235,2024-08-03,I would like to report that Not satisfied with the experience late. Please fix this.,Delivery Issue,Negative,Medium,Call,4347,66,1
11236,2024-04-28,I would like to report that Need help regarding this please resolve quickly. Please fix this.,Delivery Issue,Neutral,Low,Email,13358,89,0
11237,2024-03-25,There seems to be an issue because Need help regarding this support. Need help urgently.,Customer Service,Negative,Medium,Website,10354,77,1
11238,2024-09-08,There seems to be an issue because Need help regarding this refund pending. Need help urgently.,Refund Issue,Neutral,Low,Call,24400,65,0
11239,2024-08-05,There seems to be an issue because There is a problem please resolve quickly. Need help urgently.,Account Issue,Negative,Medium,Email,7559,80,0
11240,2024-12-01,This is regarding a problem where Need help regarding this. Kindly resolve soon.,Refund Issue,Neutral,Low,App,1535,16,0
11241,2024-12-14,This is regarding a problem where There is a problem help. Kindly resolve soon.,Customer Service,Negative,Medium,App,9131,83,0
11242,2024-11-30,There seems to be an issue because This is very frustrating. Need help urgently.,Delivery Issue,Negative,Medium,Website,19486,97,0
11243,2024-07-11,This is regarding a problem where Issue not resolved login. Kindly resolve soon.,Account Issue,Positive,Low,App,44079,35,0
11244,2024-06-04,"I had an experience where Issue not resolved password please resolve quickly, and I am not satisfied.",Account Issue,Negative,High,App,40948,89,0
11245,2024-03-28,There seems to be an issue because Not satisfied with the experience transaction. Need help urgently.,Payment Problem,Negative,High,Email,23079,109,1
11246,2024-01-11,There seems to be an issue because I am facing an issue help please resolve quickly. Need help urgently.,Customer Service,Neutral,Low,Email,8377,68,0
11247,2024-01-03,This is regarding a problem where I am facing an issue deducted please resolve quickly. Kindly resolve soon.,Payment Problem,Negative,Medium,Website,584,33,0
11248,2024-10-19,There seems to be an issue because Need help regarding this not good. Need help urgently.,Product Quality,Positive,Low,Email,3614,116,0
11249,2024-01-21,"I had an experience where I am facing an issue support please resolve quickly, and I am not satisfied.",Customer Service,Neutral,Low,Website,5511,54,0
11250,2024-07-23,I am facing this issue where Issue not resolved payment issue please resolve quickly. Please look into it.,Payment Problem,Negative,High,Call,28327,118,1
11251,2024-06-04,I am facing this issue where This is very frustrating delay please resolve quickly. Please look into it.,Delivery Issue,Positive,Low,Call,13423,58,0
11252,2024-09-05,There seems to be an issue because Not satisfied with the experience. Need help urgently.,Refund Issue,Negative,Medium,Email,9553,67,1
11253,2024-10-17,"I had an experience where Issue not resolved return, and I am not satisfied.",Refund Issue,Negative,High,Website,42557,70,0
11254,2024-09-14,I would like to report that There is a problem money back. Please fix this.,Refund Issue,Negative,High,Email,45613,115,1
11255,2024-08-18,There seems to be an issue because Not satisfied with the experience not credited. Need help urgently.,Refund Issue,Negative,High,Call,49977,71,0
11256,2024-05-12,"I had an experience where There is a problem deducted, and I am not satisfied.",Payment Problem,Negative,Medium,Website,11973,54,0
11257,2024-01-03,I am facing this issue where I am facing an issue deducted. Please look into it.,Payment Problem,Negative,High,Call,32710,82,1
11258,2024-05-12,I am facing this issue where This is very frustrating waiting please resolve quickly. Please look into it.,Delivery Issue,Negative,High,Website,36792,107,1
11259,2024-02-28,This is regarding a problem where Issue not resolved support please resolve quickly. Kindly resolve soon.,Customer Service,Negative,Medium,Email,19327,33,1
11260,2024-11-07,"I had an experience where This is very frustrating no response, and I am not satisfied.",Customer Service,Negative,High,Website,47077,60,1
11261,2024-06-19,"I had an experience where Issue not resolved payment issue, and I am not satisfied.",Payment Problem,Positive,Low,Email,27822,87,0
11262,2024-11-07,"I had an experience where I am facing an issue bad quality, and I am not satisfied.",Product Quality,Negative,Medium,Call,1015,13,1
11263,2024-09-07,I would like to report that Need help regarding this. Please fix this.,Account Issue,Negative,Medium,Website,14771,35,0
11264,2024-08-25,I am facing this issue where Not satisfied with the experience bad quality. Please look into it.,Product Quality,Negative,High,Call,39620,89,1
11265,2024-08-31,I would like to report that Not satisfied with the experience not good please resolve quickly. Please fix this.,Product Quality,Negative,Medium,Website,12295,65,1
11266,2024-10-17,I am facing this issue where I am facing an issue payment issue. Please look into it.,Payment Problem,Neutral,Low,Call,7811,17,1
11267,2024-10-04,"I had an experience where There is a problem late please resolve quickly, and I am not satisfied.",Delivery Issue,Negative,High,Website,22280,41,0
11268,2024-08-21,This is regarding a problem where Need help regarding this. Kindly resolve soon.,Customer Service,Negative,High,Call,46968,70,1
11269,2024-03-25,I am facing this issue where There is a problem waiting. Please look into it.,Delivery Issue,Neutral,Low,Email,44633,31,1
11270,2024-09-12,I would like to report that Not satisfied with the experience charged. Please fix this.,Payment Problem,Negative,High,App,32954,60,1
11271,2024-07-23,There seems to be an issue because There is a problem. Need help urgently.,Product Quality,Neutral,Low,Email,17913,65,1
11272,2024-07-17,"I had an experience where This is very frustrating password, and I am not satisfied.",Account Issue,Negative,High,Website,44689,111,0
11273,2024-02-14,I would like to report that Issue not resolved. Please fix this.,Refund Issue,Negative,High,Website,44482,89,1
11274,2024-11-11,There seems to be an issue because Need help regarding this money back. Need help urgently.,Refund Issue,Negative,Medium,Website,15027,112,0
11275,2024-06-18,I am facing this issue where I am facing an issue delay please resolve quickly. Please look into it.,Delivery Issue,Positive,Low,Call,28333,14,0
11276,2024-12-12,This is regarding a problem where There is a problem. Kindly resolve soon.,Payment Problem,Neutral,Low,App,32232,54,1
11277,2024-11-11,I would like to report that Need help regarding this account error. Please fix this.,Account Issue,Negative,High,Email,22542,49,0
11278,2024-09-02,"I had an experience where This is very frustrating please resolve quickly, and I am not satisfied.",Refund Issue,Negative,High,Email,37420,101,1
11279,2024-03-16,I would like to report that This is very frustrating damaged. Please fix this.,Product Quality,Negative,Medium,App,14893,70,1
11280,2024-01-02,"I had an experience where This is very frustrating, and I am not satisfied.",Customer Service,Negative,High,Email,41324,106,1
11281,2024-07-14,There seems to be an issue because There is a problem password. Need help urgently.,Account Issue,Negative,High,Website,48315,68,1
11282,2024-10-11,"I had an experience where There is a problem return please resolve quickly, and I am not satisfied.",Refund Issue,Negative,Medium,App,5286,103,1
11283,2024-02-28,There seems to be an issue because I am facing an issue. Need help urgently.,Product Quality,Negative,High,Call,41388,31,0
11284,2024-03-25,There seems to be an issue because I am facing an issue return please resolve quickly. Need help urgently.,Refund Issue,Neutral,Low,Website,25462,71,1
11285,2024-10-13,I am facing this issue where There is a problem charged. Please look into it.,Payment Problem,Negative,High,Website,20183,55,0
11286,2024-03-05,This is regarding a problem where Issue not resolved delay. Kindly resolve soon.,Delivery Issue,Negative,High,Email,30121,115,1
11287,2024-01-09,This is regarding a problem where Need help regarding this please resolve quickly. Kindly resolve soon.,Account Issue,Negative,High,App,48143,85,1
11288,2024-11-01,This is regarding a problem where Not satisfied with the experience charged. Kindly resolve soon.,Payment Problem,Negative,Medium,App,1142,108,0
11289,2024-10-04,"I had an experience where I am facing an issue please resolve quickly, and I am not satisfied.",Payment Problem,Neutral,Low,Website,31113,20,0
11290,2024-01-09,I am facing this issue where Not satisfied with the experience. Please look into it.,Payment Problem,Negative,Medium,App,5091,92,0
11291,2024-06-09,There seems to be an issue because I am facing an issue please resolve quickly. Need help urgently.,Refund Issue,Negative,High,App,30197,94,1
11292,2024-07-26,"I had an experience where Need help regarding this return, and I am not satisfied.",Refund Issue,Negative,Medium,Email,18538,74,1
11293,2024-09-07,"I had an experience where Need help regarding this support please resolve quickly, and I am not satisfied.",Customer Service,Negative,High,Website,34337,27,0
11294,2024-04-22,There seems to be an issue because I am facing an issue no response. Need help urgently.,Customer Service,Negative,Medium,Email,17824,59,0
11295,2024-10-11,There seems to be an issue because I am facing an issue refund pending. Need help urgently.,Refund Issue,Negative,High,Email,27079,78,1
11296,2024-01-03,I am facing this issue where I am facing an issue password please resolve quickly. Please look into it.,Account Issue,Negative,Medium,Call,3443,100,0
11297,2024-08-22,"I had an experience where I am facing an issue, and I am not satisfied.",Delivery Issue,Negative,High,Email,29944,46,1
11298,2024-10-07,I am facing this issue where There is a problem please resolve quickly. Please look into it.,Delivery Issue,Negative,High,App,27851,29,0
11299,2024-10-04,There seems to be an issue because Issue not resolved. Need help urgently.,Account Issue,Negative,Medium,Email,5553,106,1
11300,2024-05-19,This is regarding a problem where Issue not resolved assistance. Kindly resolve soon.,Customer Service,Negative,High,Call,47527,98,0
11301,2024-06-05,"I had an experience where This is very frustrating payment issue, and I am not satisfied.",Payment Problem,Negative,Medium,Email,11411,55,0
11302,2024-08-15,"I had an experience where Need help regarding this late please resolve quickly, and I am not satisfied.",Delivery Issue,Negative,High,Email,30208,86,0
11303,2024-06-09,There seems to be an issue because I am facing an issue charged. Need help urgently.,Payment Problem,Negative,Medium,App,10293,28,0
11304,2024-02-13,"I had an experience where There is a problem not good please resolve quickly, and I am not satisfied.",Product Quality,Negative,High,Call,21063,64,0
11305,2024-12-28,I would like to report that This is very frustrating damaged please resolve quickly. Please fix this.,Product Quality,Negative,Medium,Call,8463,20,0
11306,2024-03-19,I would like to report that There is a problem no response please resolve quickly. Please fix this.,Customer Service,Negative,High,Website,36424,92,1
11307,2024-12-21,This is regarding a problem where There is a problem delay please resolve quickly. Kindly resolve soon.,Delivery Issue,Negative,High,Call,34747,111,0
11308,2024-05-04,I would like to report that There is a problem money back. Please fix this.,Refund Issue,Negative,Medium,Website,5165,59,0
11309,2024-08-11,I would like to report that Issue not resolved access please resolve quickly. Please fix this.,Account Issue,Negative,Medium,Email,9516,23,1
11310,2024-01-28,I am facing this issue where Not satisfied with the experience not good. Please look into it.,Product Quality,Neutral,Low,Call,41650,73,1
11311,2024-04-18,I am facing this issue where This is very frustrating. Please look into it.,Refund Issue,Negative,High,Call,32432,92,0
11312,2024-10-30,"I had an experience where I am facing an issue charged please resolve quickly, and I am not satisfied.",Payment Problem,Negative,High,Email,46919,46,1
11313,2024-08-03,"I had an experience where This is very frustrating damaged, and I am not satisfied.",Product Quality,Negative,Medium,Call,9568,53,0
11314,2024-08-04,I would like to report that There is a problem deducted. Please fix this.,Payment Problem,Positive,Low,Website,27760,45,1
11315,2024-03-07,I would like to report that This is very frustrating no response. Please fix this.,Customer Service,Negative,High,App,22496,40,1
11316,2024-04-18,I would like to report that Not satisfied with the experience not arrived. Please fix this.,Delivery Issue,Negative,High,Call,29649,28,1
11317,2024-01-17,This is regarding a problem where There is a problem deducted. Kindly resolve soon.,Payment Problem,Negative,Medium,Email,4984,50,0
11318,2024-12-17,I would like to report that Issue not resolved damaged. Please fix this.,Product Quality,Negative,High,Call,47570,70,1
11319,2024-03-20,I would like to report that Not satisfied with the experience waiting. Please fix this.,Delivery Issue,Negative,High,App,29201,62,0
11320,2024-04-20,I am facing this issue where Issue not resolved broken. Please look into it.,Product Quality,Negative,High,Website,21053,99,1
11321,2024-02-02,There seems to be an issue because There is a problem waiting please resolve quickly. Need help urgently.,Delivery Issue,Negative,High,Call,44540,74,0
11322,2024-01-22,There seems to be an issue because This is very frustrating. Need help urgently.,Refund Issue,Positive,Low,App,19057,104,0
11323,2024-02-21,This is regarding a problem where Issue not resolved charged please resolve quickly. Kindly resolve soon.,Payment Problem,Negative,High,Email,30946,78,1
11324,2024-06-02,There seems to be an issue because Issue not resolved. Need help urgently.,Delivery Issue,Positive,Low,App,10912,24,1
11325,2024-01-28,This is regarding a problem where This is very frustrating please resolve quickly. Kindly resolve soon.,Customer Service,Negative,Medium,Website,11359,98,0
11326,2024-10-09,"I had an experience where There is a problem, and I am not satisfied.",Product Quality,Negative,High,Email,43413,82,0
11327,2024-03-12,I am facing this issue where Need help regarding this not good. Please look into it.,Product Quality,Negative,High,Call,41070,103,0
11328,2024-09-26,I am facing this issue where There is a problem not credited. Please look into it.,Refund Issue,Neutral,Low,App,31689,116,1
11329,2024-03-09,I would like to report that I am facing an issue no response. Please fix this.,Customer Service,Negative,Medium,Email,17780,83,1
